"","Ctb assessment bank","CTB","0","1",""
"6","Solid figures","6M.3.2","6M.3","1","CTB Mathematics"
"6","Identify, classify solid figures","6M.3.2.1","6M.3.2","1","CTB Mathematics"
"6","Describe attributes and properties of solid figure","6M.3.2.2","6M.3.2","1","CTB Mathematics"
"6","Angles","6M.3.3","6M.3","1","CTB Mathematics"
"6","Identify angles","6M.3.3.1","6M.3.3","1","CTB Mathematics"
"6","Identify angle by vertex or three points","6M.3.3.3","6M.3.3","1","CTB Mathematics"
"6","Draw and measure angles","6M.3.3.4","6M.3.3","1","CTB Mathematics"
"6","Identify angle pairs","6M.3.3.5","6M.3.3","1","CTB Mathematics"
"6","Triangles","6M.3.4","6M.3","1","CTB Mathematics"
"6","Identify the sum of angle measure in triangle as 1","6M.3.4.2","6M.3.4","1","CTB Mathematics"
"6","Solve problems involving unkown angle measure","6M.3.4.3","6M.3.4","1","CTB Mathematics"
"6","Parts of a circle","6M.3.5","6M.3","1","CTB Mathematics"
"6","Label parts of a circle","6M.3.5.1","6M.3.5","1","CTB Mathematics"
"6","Identify relationship between diameter and radius","6M.3.5.2","6M.3.5","1","CTB Mathematics"
"6","Coordinate geometry","6M.3.6","6M.3","1","CTB Mathematics"
"6","Locate points","6M.3.6.1","6M.3.6","1","CTB Mathematics"
"6","Graph ordered pairs","6M.3.6.2","6M.3.6","1","CTB Mathematics"
"6","Find the distance between points","6M.3.6.3","6M.3.6","1","CTB Mathematics"
"6","Determine missing point of a polygon","6M.3.6.4","6M.3.6","1","CTB Mathematics"
"6","Parallel, perpendicular, intersecting","6M.3.7","6M.3","1","CTB Mathematics"
"6","Identify line segments","6M.3.7.1","6M.3.7","1","CTB Mathematics"
"6","Congruence, similarity","6M.3.8","6M.3","1","CTB Mathematics"
"6","Identify congruent shapes and figures","6M.3.8.1","6M.3.8","1","CTB Mathematics"
"6","Identify similar shapes and figures","6M.3.8.2","6M.3.8","1","CTB Mathematics"
"6","Identify corresponding parts","6M.3.8.3","6M.3.8","1","CTB Mathematics"
"6","Transformations","6M.3.9","6M.3","1","CTB Mathematics"
"6","Identify-apply transformations","6M.3.9.1","6M.3.9","1","CTB Mathematics"
"6","Associate quarter turns w-num. of degre.","6M.3.9.2","6M.3.9","1","CTB Mathematics"
"6","Spatial reasoning","6M.3.10","6M.3","1","CTB Mathematics"
"6","Identify-represent figures from other views","6M.3.10.1","6M.3.10","1","CTB Mathematics"
"6","Pred. results combining-dividing-changing shapes","6M.3.10.2","6M.3.10","1","CTB Mathematics"
"6","Point, line, ray, plane","6M.3.11","6M.3","1","CTB Mathematics"
"6","Identify and use notation","6M.3.11.1","6M.3.11","1","CTB Mathematics"
"6","Measurement","6M.4","6M","1","CTB Mathematics"
"6","Time","6M.4.2","6M.4","1","CTB Mathematics"
"6","Determine elapsed time","6M.4.2.1","6M.4.2","1","CTB Mathematics"
"6","Length, distance","6M.4.4","6M.4","1","CTB Mathematics"
"6","Detrmine length, distance","6M.4.4.1","6M.4.4","1","CTB Mathematics"
"6","Estimate length, distance","6M.4.4.2","6M.4.4","1","CTB Mathematics"
"6","Mass, weight","6M.4.5","6M.4","1","CTB Mathematics"
"6","Read a scale","6M.4.5.1","6M.4.5","1","CTB Mathematics"
"6","Estimate mass, weight","6M.4.5.2","6M.4.5","1","CTB Mathematics"
"6","Volume, capacity","6M.4.6","6M.4","1","CTB Mathematics"
"6","Determine volume","6M.4.6.1","6M.4.6","1","CTB Mathematics"
"6","Estimate volume, capacity","6M.4.6.2","6M.4.6","1","CTB Mathematics"
"6","Convert measurement units","6M.4.7","6M.4","1","CTB Mathematics"
"6","Convert within the same system","6M.4.7.1","6M.4.7","1","CTB Mathematics"
"6","Compare similar customary and metric units","6M.4.7.2","6M.4.7","1","CTB Mathematics"
"6","Perimeter","6M.4.8","6M.4","1","CTB Mathematics"
"6","Find the perimeter of polygons","6M.4.8.1","6M.4.8","1","CTB Mathematics"
"6","Area","6M.4.9","6M.4","1","CTB Mathematics"
"6","Find the area of figures","6M.4.9.1","6M.4.9","1","CTB Mathematics"
"6","Estimate area","6M.4.9.2","6M.4.9","1","CTB Mathematics"
"6","Find surface area","6M.4.9.3","6M.4.9","1","CTB Mathematics"
"6","Angle measure","6M.4.10","6M.4","1","CTB Mathematics"
"6","Measure and compare angles","6M.4.10.1","6M.4.10","1","CTB Mathematics"
"6","Scale drawing-maps","6M.4.11","6M.4","1","CTB Mathematics"
"6","Use scale drawings and maps to solve problems","6M.4.11.1","6M.4.11","1","CTB Mathematics"
"6","Circumference","6M.4.13","6M.4","1","CTB Mathematics"
"6","Find circumference","6M.4.13.1","6M.4.13","1","CTB Mathematics"
"6","Data analysis and probability","6M.5","6M","1","CTB Mathematics"
"6","Read and interpret data","6M.5.1","6M.5","1","CTB Mathematics"
"6","Read and interpret data displays","6M.5.1.1","6M.5.1","1","CTB Mathematics"
"6","Compare data","6M.5.1.2","6M.5.1","1","CTB Mathematics"
"6","Make inferences and draw conclusions from data","6M.5.1.3","6M.5.1","1","CTB Mathematics"
"6","Use data to solve problems","6M.5.1.4","6M.5.1","1","CTB Mathematics"
"6","Make and evaluate predictions","6M.5.1.5","6M.5.1","1","CTB Mathematics"
"6","Organize data","6M.5.2","6M.5","1","CTB Mathematics"
"6","Organize data","6M.5.2.1","6M.5.2","1","CTB Mathematics"
"6","Complete data display","6M.5.2.2","6M.5.2","1","CTB Mathematics"
"6","Restructure display to include additional info.","6M.5.2.3","6M.5.2","1","CTB Mathematics"
"6","Select correct data display for set of data","6M.5.2.4","6M.5.2","1","CTB Mathematics"
"6","Probability","6M.5.3","6M.5","1","CTB Mathematics"
"6","Determine probability of events","6M.5.3.2","6M.5.3","1","CTB Mathematics"
"6","Know that chance of event is represented by number","6M.5.3.6","6M.5.3","1","CTB Mathematics"
"6","Statistics","6M.5.4","6M.5","1","CTB Mathematics"
"6","Calculate, explain mean, median, mode, and range","6M.5.4.1","6M.5.4","1","CTB Mathematics"
"6","Discrete math","6M.5.5","6M.5","1","CTB Mathematics"
"6","Use and interpret venn diagrams","6M.5.5.1","6M.5.5","1","CTB Mathematics"
"6","Permutations and combinations","6M.5.5.2","6M.5.5","1","CTB Mathematics"
"6","Problem solving-reasoning-proof","6M.6","6M","1","CTB Mathematics"
"6","Identify missing, extra information","6M.6.1","6M.6","1","CTB Mathematics"
"6","Determine the missing or extra information needed","6M.6.1.1","6M.6.1","1","CTB Mathematics"
"6","Develop strategy","6M.6.2","6M.6","1","CTB Mathematics"
"6","Identify-use most appropriate way to solve problem","6M.6.2.1","6M.6.2","1","CTB Mathematics"
"6","Apply strategy for simple problems-complex prob.","6M.6.2.3","6M.6.2","1","CTB Mathematics"
"6","Evaluate solution","6M.6.3","6M.6","1","CTB Mathematics"
"6","Locate calculation errors","6M.6.3.1","6M.6.3","1","CTB Mathematics"
"6","Evaluate the steps used to determine the solution","6M.6.3.2","6M.6.3","1","CTB Mathematics"
"6","Explain-verify correctness-resonableness of solu.","6M.6.3.3","6M.6.3","1","CTB Mathematics"
"6","Make and evaluate conjectures, proofs","6M.6.4","6M.6","1","CTB Mathematics"
"6","Make-test conjectures-proofs, justify conclusions","6M.6.4.1","6M.6.4","1","CTB Mathematics"
"6","Conclusion and generalization","6M.6.5","6M.6","1","CTB Mathematics"
"6","Use models-facts-relationships to draw conclusions","6M.6.5.1","6M.6.5","1","CTB Mathematics"
"6","Solve multi-step problem","6M.6.6","6M.6","1","CTB Mathematics"
"6","Solve problems involving more than one step","6M.6.6.1","6M.6.6","1","CTB Mathematics"
"6","Communication-representation","6M.7","6M","1","CTB Mathematics"
"6","Model problem solution","6M.7.1","6M.7","1","CTB Mathematics"
"6","Show how to solve problem","6M.7.1.1","6M.7.1","1","CTB Mathematics"
"6","Identify multiple ways to solve a problem","6M.7.1.2","6M.7.1","1","CTB Mathematics"
"6","Model problem situation","6M.7.2","6M.7","1","CTB Mathematics"
"6","Use words-symbols to represent situations","6M.7.2.1","6M.7.2","1","CTB Mathematics"
"6","Relate model to ideas","6M.7.3","6M.7","1","CTB Mathematics"
"6","Use models to identify-explain math concepts","6M.7.3.1","6M.7.3","1","CTB Mathematics"
"6","Evaluate ideas","6M.7.4","6M.7","1","CTB Mathematics"
"6","Analyze-evaluate-explain math. strategies","6M.7.4.1","6M.7.4","1","CTB Mathematics"
"6","Expain solution process","6M.7.5","6M.7","1","CTB Mathematics"
"6","Explain-justify process via written-symbolic work","6M.7.5.1","6M.7.5","1","CTB Mathematics"
"6","Civics","6C","6C","1","CTB Civics"
"6","Role of government","6C.1","6C","1","CTB Civics"
"6","Rules and laws","6C.1.1","6C.1","1","CTB Civics"
"6","Principles and purposes of government","6C.1.2","6C.1","1","CTB Civics"
"6","Political systems","6C.1.3","6C.1","1","CTB Civics"
"6","American political heritage","6C.2","6C","1","CTB Civics"
"6","Democratic values and principles","6C.2.1","6C.2","1","CTB Civics"
"6","Declaration of independence","6C.2.2","6C.2","1","CTB Civics"
"6","Development of the constitution","6C.2.3","6C.2","1","CTB Civics"
"6","Colonial american government","6C.2.4","6C.2","1","CTB Civics"
"6","Origins of american democracy","6C.2.5","6C.2","1","CTB Civics"
"6","Structures and processes of the u.s. government","6C.3","6C","1","CTB Civics"
"6","Purpose and principles of the constitution","6C.3.1","6C.3","1","CTB Civics"
"6","Fed., state, local govt. responsibilities, powers","6C.3.2","6C.3","1","CTB Civics"
"6","Executive, legislative, judicial branches","6C.3.3","6C.3","1","CTB Civics"
"6","Bill of rights and other amendments","6C.3.4","6C.3","1","CTB Civics"
"6","Legal system","6C.3.5","6C.3","1","CTB Civics"
"6","Role of the citizen","6C.4","6C","1","CTB Civics"
"6","Rights and responsibilities of citizens","6C.4.1","6C.4","1","CTB Civics"
"6","Civic contributions of individuals, groups","6C.4.2","6C.4","1","CTB Civics"
"6","Becoming a citizen","6C.4.3","6C.4","1","CTB Civics"
"6","World affairs","6C.5","6C","1","CTB Civics"
"6","Global interactions","6C.5.1","6C.5","1","CTB Civics"
"6","United states foreign policy","6C.5.2","6C.5","1","CTB Civics"
"6","International organizations","6C.5.3","6C.5","1","CTB Civics"
"6","Economics","6E","6","1","CTB Economics"
"6","Economic choices","6E.1","6E","1","CTB Economics"
"6","Scarcity and choice","6E.1.1","6E.1","1","CTB Economics"
"6","Opportunity costs and trade offs","6E.1.2","6E.1","1","CTB Economics"
"6","Production, distribution, consumption","6E.2","6E","1","CTB Economics"
"6","Consumers, producers, and distributors","6E.2.1","6E.2","1","CTB Economics"
"6","Supply and demand","6E.2.2","6E.2","1","CTB Economics"
"6","Goods and services","6E.2.3","6E.2","1","CTB Economics"
"6","Transportation, communication, and technology","6E.2.4","6E.2","1","CTB Economics"
"6","Forms of exchange","6E.3","6E","1","CTB Economics"
"6","Exchange and money","6E.3.1","6E.3","1","CTB Economics"
"6","Economic institutions","6E.4","6E","1","CTB Economics"
"6","Roles of various institutions","6E.4.1","6E.4","1","CTB Economics"
"6","Labor and business","6E.5","6E","1","CTB Economics"
"6","Specialization","6E.5.1","6E.5","1","CTB Economics"
"6","Business structure","6E.5.2","6E.5","1","CTB Economics"
"6","Skills, knowledge, and careers","6E.5.3","6E.5","1","CTB Economics"
"6","Role of government","6E.6","6E","1","CTB Economics"
"6","Public goods and services","6E.6.1","6E.6","1","CTB Economics"
"6","Taxes and other sources of revenue","6E.6.2","6E.6","1","CTB Economics"
"6","Policies and regulations","6E.6.3","6E.6","1","CTB Economics"
"6","Economic systems","6E.7","6E","1","CTB Economics"
"6","Types of systems","6E.7.1","6E.7","1","CTB Economics"
"6","Economic conditions","6E.8","6E","1","CTB Economics"
"6","Unemployment","6E.8.1","6E.8","1","CTB Economics"
"6","Economic interdependence","6E.9","6E","1","CTB Economics"
"6","Trade","6E.9.1","6E.9","1","CTB Economics"
"6","Application of economics","6E.10","6E","1","CTB Economics"
"6","Apply economics to interpret the past","6E.10.1","6E.10","1","CTB Economics"
"6","Apply econ. to interpret present, plan for future","6E.10.2","6E.10","1","CTB Economics"
"6","Geography","6G","6","1","CTB Geography"
"6","The world in spatial terms","6G.1","6G","1","CTB Geography"
"6","Maps, graphics, and other tools","6G.1.1","6G.1","1","CTB Geography"
"6","Mental maps","6G.1.2","6G.1","1","CTB Geography"
"6","Places and regions","6G.2","6G","1","CTB Geography"
"6","Physical characteristics of places","6G.2.1","6G.2","1","CTB Geography"
"6","Human characteristics of places","6G.2.2","6G.2","1","CTB Geography"
"6","Regions","6G.2.3","6G.2","1","CTB Geography"
"6","Physical systems","6G.3","6G","1","CTB Geography"
"6","Physical processes","6G.3.1","6G.3","1","CTB Geography"
"6","Ecosystems","6G.3.2","6G.3","1","CTB Geography"
"6","Human systems","6G.4","6G","1","CTB Geography"
"6","Settlement and migration","6G.4.1","6G.4","1","CTB Geography"
"6","Cultural systems","6G.4.2","6G.4","1","CTB Geography"
"6","Division and control of earth's surface","6G.4.3","6G.4","1","CTB Geography"
"6","Environment and society","6G.5","6G","1","CTB Geography"
"6","Human actions modify the physical environment","6G.5.1","6G.5","1","CTB Geography"
"6","Physical systems affect human systems","6G.5.2","6G.5","1","CTB Geography"
"6","Resources","6G.5.3","6G.5","1","CTB Geography"
"6","The uses of geography","6G.6","6G","1","CTB Geography"
"6","Apply geography to interpret the past","6G.6.1","6G.6","1","CTB Geography"
"6","Apply geog. to interpret present, plan for future","6G.6.2","6G.6","1","CTB Geography"
"6","History","6H","6","1","CTB History"
"6","United states history","6H.1","6H","1","CTB History"
"6","Three worlds meet, to 1620","6H.1.1","6H.1","1","CTB History"
"6","Colonization and settlement, 1500-1763","6H.1.2","6H.1","1","CTB History"
"6","American revolution and the new nation, 1754-1820s","6H.1.3","6H.1","1","CTB History"
"6","Expansion and reform, 1801-1861","6H.1.4","6H.1","1","CTB History"
"6","Civil war and reconstruction, 1850-1877","6H.1.5","6H.1","1","CTB History"
"6","Industrialization, reform, imperialism, 1865-1914","6H.1.6","6H.1","1","CTB History"
"6","Cross era themes","6H.1.7","6H.1","1","CTB History"
"6","World history","6H.2","6H","1","CTB History"
"6","Prehistoric times","6H.2.1","6H.2","1","CTB History"
"6","Early civilizations, 4000 b.c-1000 b.c.","6H.2.2","6H.2","1","CTB History"
"6","Civilizations, empires, religions, 1000 bc- ad 300","6H.2.3","6H.2","1","CTB History"
"6","Civilizations, empires, religions, ad300-1500","6H.2.4","6H.2","1","CTB History"
"6","Global expansion and encounters, 1450-1770","6H.2.5","6H.2","1","CTB History"
"6","Cross era themes","6H.2.6","6H.2","1","CTB History"
"6","Cultures","6H.3","6H","1","CTB History"
"6","Different cultures","6H.3.1","6H.3","1","CTB History"
"6","Components of culture","6H.3.2","6H.3","1","CTB History"
"6","Connections between cultures worldwide","6H.3.3","6H.3","1","CTB History"
"6","Preservation and assimilation of cultures","6H.3.4","6H.3","1","CTB History"
"6","Time cognition and chronology","6H.4","6H","1","CTB History"
"6","Time concepts and terms","6H.4.1","6H.4","1","CTB History"
"6","Historical research and analysis","6H.5","6H","1","CTB History"
"6","Obtain historical data","6H.5.1","6H.5","1","CTB History"
"6","Analyze historical data","6H.5.2","6H.5","1","CTB History"
"6","Science","6SC","6","1","CTB Science"
"6","Life science","6SC.1","6SC","1","CTB Science"
"6","Cells and energy","6SC.1.1","6SC.1","1","CTB Science"
"6","Ecology","6SC.1.2","6SC.1","1","CTB Science"
"6","Changes over time","6SC.1.2.1","6SC.1.2","1","CTB Science"
"6","Habitat and adaptation","6SC.1.3","6SC.1","1","CTB Science"
"6","Life cycles","6SC.1.4","6SC.1","1","CTB Science"
"6","Heredity","6SC.1.4.1","6SC.1.4","1","CTB Science"
"6","Organ systems","6SC.1.5","6SC.1","1","CTB Science"
"6","Taxonomy","6SC.1.6","6SC.1","1","CTB Science"
"6","Physical science","6SC.2","6SC","1","CTB Science"
"6","Energy","6SC.2.1","6SC.2","1","CTB Science"
"6","Motions and forces","6SC.2.2","6SC.2","1","CTB Science"
"6","Structure and properties of matter","6SC.2.3","6SC.2","1","CTB Science"
"6","Earth and space","6SC.3","6SC","1","CTB Science"
"6","Rock dynamics","6SC.3.1","6SC.3","1","CTB Science"
"6","Solar system","6SC.3.2","6SC.3","1","CTB Science"
"6","Weather, atmosphere, and climate","6SC.3.3","6SC.3","1","CTB Science"
"6","Water dynamics","6SC.3.4","6SC.3","1","CTB Science"
"6","Earth-moon systems","6SC.3.5","6SC.3","1","CTB Science"
"6","Universe","6SC.3.6","6SC.3","1","CTB Science"
"6","Inquiry","6SC.4","6SC","1","CTB Science"
"6","Data interpretation","6SC.4.1","6SC.4","1","CTB Science"
"6","Methods and design","6SC.4.2","6SC.4","1","CTB Science"
"6","Science and technology","6SC.5","6SC","1","CTB Science"
"6","Designs of technology","6SC.5.1","6SC.5","1","CTB Science"
"6","Use of technology","6SC.5.2","6SC.5","1","CTB Science"
"6","Science and technology","6SC.5.3","6SC.5","1","CTB Science"
"6","Careers","6SC.5.4","6SC.5","1","CTB Science"
"6","Personal and social perspectives in science","6SC.6","6SC","1","CTB Science"
"6","Environment","6SC.6.1","6SC.6","1","CTB Science"
"6","Health","6SC.6.2","6SC.6","1","CTB Science"
"6","Resources","6SC.6.3","6SC.6","1","CTB Science"
"6","Technology and society","6SC.6.4","6SC.6","1","CTB Science"
"6","History and nature of science","6SC.7","6SC","1","CTB Science"
"6","Contributor and contribution","6SC.7.1","6SC.7","1","CTB Science"
"6","Historical concepts","6SC.7.2","6SC.7","1","CTB Science"
"6","Nature of science","6SC.7.3","6SC.7","1","CTB Science"
"6","Science in ancient cultures","6SC.7.4","6SC.7","1","CTB Science"
"6","Timelines","6SC.7.5","6SC.7","1","CTB Science"
"7","Grade 7","7","CTB","1",""
"7","Reading","7R","7","1","CTB Reading"
"7","Vocabulary","7R.1","7R","1","CTB Reading"
"7","Word meaning","7R.1.1","7R.1","1","CTB Reading"
"7","Context clues","7R.1.1.1","7R.1.1","1","CTB Reading"
"7","Multiple meaning","7R.1.1.2","7R.1.1","1","CTB Reading"
"7","Word analysis","7R.1.2","7R.1","1","CTB Reading"
"7","Word origins","7R.1.2.2","7R.1.2","1","CTB Reading"
"7","Basic understanding","7R.2","7R","1","CTB Reading"
"7","Text elements","7R.2.1","7R.2","1","CTB Reading"
"7","Plot","7R.2.1.1","7R.2.1","1","CTB Reading"
"7","Setting","7R.2.1.2","7R.2.1","1","CTB Reading"
"7","Character","7R.2.1.3","7R.2.1","1","CTB Reading"
"7","Sequence of events-information","7R.2.1.4","7R.2.1","1","CTB Reading"
"7","Problem-solution","7R.2.1.5","7R.2.1","1","CTB Reading"
"7","Stated information","7R.2.2","7R.2","1","CTB Reading"
"7","Main idea","7R.2.2.1","7R.2.2","1","CTB Reading"
"7","Facts-details","7R.2.2.2","7R.2.2","1","CTB Reading"
"7","Following directions","7R.2.3","7R.2","1","CTB Reading"
"7","Analyze text","7R.3","7R","1","CTB Reading"
"7","Text relationships","7R.3.1","7R.3","1","CTB Reading"
"7","Compare-contrast","7R.3.1.1","7R.3.1","1","CTB Reading"
"7","Cause-effect","7R.3.1.2","7R.3.1","1","CTB Reading"
"7","Conflict-resolution","7R.3.1.3","7R.3.1","1","CTB Reading"
"7","Inferences and conclusions","7R.3.2","7R.3","1","CTB Reading"
"7","Text elements","7R.3.3","7R.3","1","CTB Reading"
"7","Implied main idea-theme-message","7R.3.3.1","7R.3.3","1","CTB Reading"
"7","Supporting evidence","7R.3.3.2","7R.3.3","1","CTB Reading"
"7","Character analysis","7R.3.3.3","7R.3.3","1","CTB Reading"
"7","Plot analysis","7R.3.3.4","7R.3.3","1","CTB Reading"
"7","Setting analysis","7R.3.3.5","7R.3.3","1","CTB Reading"
"7","Figurative language and literary devices","7R.3.4","7R.3","1","CTB Reading"
"7","Symbols","7R.3.4.2","7R.3.4","1","CTB Reading"
"7","Simile-metaphor","7R.3.4.3","7R.3.4","1","CTB Reading"
"7","Idioms","7R.3.4.4","7R.3.4","1","CTB Reading"
"7","Analogies","7R.3.4.5","7R.3.4","1","CTB Reading"
"7","Imagery","7R.3.4.6","7R.3.4","1","CTB Reading"
"7","Genre","7R.3.5","7R.3","1","CTB Reading"
"7","Evaluate and extend meaning","7R.4","7R","1","CTB Reading"
"7","Connections beyond or between texts","7R.4.1","7R.4","1","CTB Reading"
"7","Predict-hypothesize","7R.4.1.1","7R.4.1","1","CTB Reading"
"7","Synthesize","7R.4.1.2","7R.4.1","1","CTB Reading"
"7","Generalize","7R.4.1.3","7R.4.1","1","CTB Reading"
"7","Author elements","7R.4.2","7R.4","1","CTB Reading"
"7","Purpose","7R.4.2.1","7R.4.2","1","CTB Reading"
"7","Point of view","7R.4.2.2","7R.4.2","1","CTB Reading"
"7","Individual response to text","7R.4.3","7R.4","1","CTB Reading"
"7","Fact-opinion","7R.4.4","7R.4","1","CTB Reading"
"7","Text orginization and reading strategies","7R.5","7R","1","CTB Reading"
"7","Structure of text","7R.5.1","7R.5","1","CTB Reading"
"7","Text organizers","7R.5.1.2","7R.5.1","1","CTB Reading"
"7","Topics","7R.5.1.3","7R.5.1","1","CTB Reading"
"7","Patterns","7R.5.1.4","7R.5.1","1","CTB Reading"
"7","Organizing strategies","7R.5.2","7R.5","1","CTB Reading"
"7","Note-taking","7R.5.2.1","7R.5.2","1","CTB Reading"
"7","Outlining","7R.5.2.2","7R.5.2","1","CTB Reading"
"7","Reading techniques","7R.5.3","7R.5","1","CTB Reading"
"7","Previews-skim-scan","7R.5.3.1","7R.5.3","1","CTB Reading"
"7","Check resources","7R.5.3.2","7R.5.3","1","CTB Reading"
"7","Formulate questions","7R.5.3.3","7R.5.3","1","CTB Reading"
"7","Research skills","7R.6","7R","1","CTB Reading"
"7","Informational sources","7R.6.1","7R.6","1","CTB Reading"
"7","Reference books","7R.6.1.1","7R.6.1","1","CTB Reading"
"7","Magazines and newspapers","7R.6.1.2","7R.6.1","1","CTB Reading"
"7","Electronic-media based","7R.6.1.3","7R.6.1","1","CTB Reading"
"7","Interviews","7R.6.1.4","7R.6.1","1","CTB Reading"
"7","Evaluate accuracy","7R.6.1.5","7R.6.1","1","CTB Reading"
"7","Research","7R.6.2","7R.6","1","CTB Reading"
"7","Formulate questions","7R.6.2.2","7R.6.2","1","CTB Reading"
"7","Select appropriate resources","7R.6.2.3","7R.6.2","1","CTB Reading"
"7","Select topic","7R.6.2.1","7R.6.2","1","CTB Reading"
"7","Language","7L","7","1","CTB Language"
"7","Language structure and conventions editing skills","7L.1","7L","1","CTB Language"
"7","Parts of speech; grammar and usage","7L.1.1","7L.1","1","CTB Language"
"7","Nouns, pronouns","7L.1.1.1","7L.1.1","1","CTB Language"
"7","Agreement","7L.1.1.1.1","7L.1.1.1","1","CTB Language"
"7","Objective","7L.1.1.1.2","7L.1.1.1","1","CTB Language"
"7","Possessive","7L.1.1.1.3","7L.1.1.1","1","CTB Language"
"7","Relative","7L.1.1.1.4","7L.1.1.1","1","CTB Language"
"7","Reflexive","7L.1.1.1.5","7L.1.1.1","1","CTB Language"
"7","Verbs","7L.1.1.2","7L.1.1","1","CTB Language"
"7","Tense; regular, irregular","7L.1.1.2.1","7L.1.1.2","1","CTB Language"
"7","Agreement","7L.1.1.2.2","7L.1.1.2","1","CTB Language"
"7","Adjectives","7L.1.1.3","7L.1.1","1","CTB Language"
"7","Comparative, superlative","7L.1.1.3.1","7L.1.1.3","1","CTB Language"
"7","Adverbs","7L.1.1.4","7L.1.1","1","CTB Language"
"7","Comparative, superlative","7L.1.1.4.1","7L.1.1.4","1","CTB Language"
"7","Conjunctions","7L.1.1.5","7L.1.1","1","CTB Language"
"7","Coordinating, subordinating","7L.1.1.5.1","7L.1.1.5","1","CTB Language"
"7","Prepositions","7L.1.1.6","7L.1.1","1","CTB Language"
"7","Prepositional phrases","7L.1.1.6.1","7L.1.1.6","1","CTB Language"
"7","Sentence structure","7L.1.2","7L.1","1","CTB Language"
"7","Complete, fragment, run-on","7L.1.2.1","7L.1.2","1","CTB Language"
"7","Combining sentences","7L.1.2..2","7L.1.2.","1","CTB Language"
"7","Phrases, clauses","7L.1.2..3","7L.1.2.","1","CTB Language"
"7","Capitalization","7L.1.3","7L.1","1","CTB Language"
"7","Proper nouns, common, noun","7L.1.3.1","7L.1.3","1","CTB Language"
"7","Titles","7L.1.3.2","7L.1.3","1","CTB Language"
"7","Direct quotes, dialogue","7L.1.3.3","7L.1.3","1","CTB Language"
"7","Letter conventions","7L.1.3.4","7L.1.3","1","CTB Language"
"7","Punctuation","7L.1.4","7L.1","1","CTB Language"
"7","Commas; series-compounds, names of address","7L.1.4.2","7L.1.4","1","CTB Language"
"7","Colons","7L.1.4.3","7L.1.4","1","CTB Language"
"7","Parentheses","7L.1.4.4","7L.1.4","1","CTB Language"
"7","Apostrophes for possession","7L.1.4.5","7L.1.4","1","CTB Language"
"7","Abbreviations","7L.1.4.6","7L.1.4","1","CTB Language"
"7","Quotation marks","7L.1.4.7","7L.1.4","1","CTB Language"
"7","Spelling","7L.1.5","7L.1","1","CTB Language"
"7","Frequently misspelled words","7L.1.5.1","7L.1.5","1","CTB Language"
"7","Vocabulary use","7L.1.6","7L.1","1","CTB Language"
"7","Word choice, effective words","7L.1.6.1","7L.1.6","1","CTB Language"
"7","Connective, transitional words and devices","7L.1.6.2","7L.1.6","1","CTB Language"
"7","Writing process","7L.2","7L","1","CTB Language"
"7","Prewriting; organizing strategies","7L.2.1","7L.2","1","CTB Language"
"7","Listing, mapping, graphic organizers, questions","7L.2.1.1","7L.2.1","1","CTB Language"
"7","Develop and revise draft","7L.2.2","7L.2","1","CTB Language"
"7","Paragraph development","7L.2.2.1","7L.2.2","1","CTB Language"
"7","Writing organization","7L.2.2.2","7L.2.2","1","CTB Language"
"7","Expository writing","7L.2.3","7L.2","1","CTB Language"
"7","Narrative writing","7L.2.4","7L.2","1","CTB Language"
"7","Persuasive writing","7L.2.5","7L.2","1","CTB Language"
"7","Mathematics","7M","7","1","CTB Mathematics"
"7","Number and operations","7M.1","7M","1","CTB Mathematics"
"7","Equivalent forms","7M.1.1","7M.1","1","CTB Mathematics"
"7","Percents","7M.1.1.3","7M.1.1","1","CTB Mathematics"
"7","Exponential form","7M.1.1.4","7M.1.1","1","CTB Mathematics"
"7","Scientific notation","7M.1.1.5","7M.1.1","1","CTB Mathematics"
"7","Compare, order","7M.1.2","7M.1","1","CTB Mathematics"
"7","Fractions","7M.1.2.3","7M.1.2","1","CTB Mathematics"
"7","Integers","7M.1.2.5","7M.1.2","1","CTB Mathematics"
"7","Fractions, decimals, percents","7M.1.3","7M.1","1","CTB Mathematics"
"7","Convert improper fractions to mixed numbers","7M.1.3.1","7M.1.3","1","CTB Mathematics"
"7","Simplify fractions","7M.1.3.2","7M.1.3","1","CTB Mathematics"
"7","Find reciprocals","7M.1.3.3","7M.1.3","1","CTB Mathematics"
"7","Find percentages of given quantities","7M.1.3.4","7M.1.3","1","CTB Mathematics"
"7","Ratio-proportion","7M.1.4","7M.1","1","CTB Mathematics"
"7","Solve problems with ratios, proportions","7M.1.4.1","7M.1.4","1","CTB Mathematics"
"7","Number theory","7M.1.5","7M.1","1","CTB Mathematics"
"7","Identify the square of numbers","7M.1.5.1","7M.1.5","1","CTB Mathematics"
"7","Identify the cube of numbers","7M.1.5.2","7M.1.5","1","CTB Mathematics"
"7","Identify prime factorization","7M.1.5.6","7M.1.5","1","CTB Mathematics"
"7","Computation","7M.1.6","7M.1","1","CTB Mathematics"
"7","Money","7M.1.6.1","7M.1.6","1","CTB Mathematics"
"7","Fractions","7M.1.6.3","7M.1.6","1","CTB Mathematics"
"7","Integers","7M.1.6.4","7M.1.6","1","CTB Mathematics"
"7","Square roots","7M.1.6.5","7M.1.6","1","CTB Mathematics"
"7","Estimation","7M.1.7","7M.1","1","CTB Mathematics"
